campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-10464,Maruti,WagonR Launch Campaign 18,2025-08-03,2025-08-19,Dealer,WagonR,Urban Families,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-03 to 2025-08-19.,25168,1552,,0.0617,0.068
CAMP-MAR-10465,Maruti,Baleno Awareness Campaign 19,2024-03-21,2024-04-03,Email,Baleno,Urban Families,Drive home a Baleno with low EMI,Drive home a Baleno with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-21 to 2024-04-03.,21289,1175,1480,0.0552,0.067
CAMP-MAR-10466,Maruti,Dzire Service Camp Campaign 43,2025-03-20,2025-05-06,Display Ads,Dzire,First-time Buyers,Exclusive offer on Dzire — Limited time!,Exclusive offer on Dzire — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-20 to 2025-05-06.,40558,807,,0.0199,0.049
CAMP-MAR-10467,Maruti,Ignis Test Drive Campaign 6,2024-04-08,2024-05-03,Display Ads,Ignis,Fleet Managers,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-08 to 2024-05-03.,37916,37,,0.001,0.093
CAMP-MAR-10468,Maruti,Baleno Festive Offer Campaign 47,2024-06-07,2024-07-09,Search Ads,Baleno,Affluent Buyers,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-07 to 2024-07-09.,30574,1357,,0.0444,0.09
CAMP-MAR-10469,Maruti,Ignis Finance Offer Campaign 42,2024-11-22,2024-12-15,Dealer,Ignis,First-time Buyers,Save big on Ignis — Exchange bonus available,Save big on Ignis — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-22 to 2024-12-15.,60203,4160,,0.0691,0.032
CAMP-MAR-10470,Maruti,Baleno Service Camp Campaign 47,2024-11-03,2024-12-27,Social Media,Baleno,Rural Buyers,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-03 to 2024-12-27.,14634,460,,0.0314,0.054
CAMP-MAR-10471,Maruti,WagonR Test Drive Campaign 44,2024-12-15,2025-01-31,Social Media,WagonR,Urban Families,Test drive the new WagonR today,Test drive the new WagonR today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-15 to 2025-01-31.,25228,219,,0.0087,0.049
CAMP-MAR-10472,Maruti,Brezza Launch Campaign 9,2025-07-11,2025-08-15,Social Media,Brezza,First-time Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-11 to 2025-08-15.,63448,63,,0.001,0.04
CAMP-MAR-10473,Maruti,Fronx Awareness Campaign 9,2025-01-01,2025-02-06,Social Media,Fronx,Eco-conscious Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-01 to 2025-02-06.,80924,1658,,0.0205,0.053
CAMP-MAR-10474,Maruti,Ignis Finance Offer Campaign 1,2024-01-17,2024-02-24,Email,Ignis,Tech-savvy Professionals,Test drive the new Ignis today,Test drive the new Ignis today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-17 to 2024-02-24.,50313,1997,4093,0.0397,0.066
CAMP-MAR-10475,Maruti,Ertiga Exchange Bonus Campaign 47,2025-07-15,2025-08-04,Social Media,Ertiga,Rural Buyers,Exclusive offer on Ertiga — Limited time!,Exclusive offer on Ertiga — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-15 to 2025-08-04.,71508,1337,,0.0187,0.034
CAMP-MAR-10476,Maruti,Fronx Launch Campaign 46,2024-10-04,2024-11-16,Search Ads,Fronx,Gen Z,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-04 to 2024-11-16.,41773,1290,,0.0309,0.016
CAMP-MAR-10477,Maruti,Fronx Launch Campaign 26,2024-12-20,2025-02-07,Dealer,Fronx,Urban Families,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-20 to 2025-02-07.,56264,2576,,0.0458,0.045
CAMP-MAR-10478,Maruti,Swift Awareness Campaign 29,2025-05-18,2025-06-21,Social Media,Swift,First-time Buyers,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-18 to 2025-06-21.,27661,694,,0.0251,0.07
CAMP-MAR-10479,Maruti,Swift Finance Offer Campaign 41,2024-04-19,2024-05-05,Dealer,Swift,Gen Z,Exclusive offer on Swift — Limited time!,Exclusive offer on Swift — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-19 to 2024-05-05.,22466,1307,,0.0582,0.011
CAMP-MAR-10480,Maruti,Swift Exchange Bonus Campaign 9,2024-01-01,2024-01-15,SMS,Swift,Gen Z,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-01 to 2024-01-15.,31298,985,,0.0315,0.039
CAMP-MAR-10481,Maruti,Fronx Service Camp Campaign 6,2024-10-11,2024-12-08,SMS,Fronx,Gen Z,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-11 to 2024-12-08.,48259,1935,,0.0401,0.018
CAMP-MAR-10482,Maruti,Baleno Finance Offer Campaign 1,2024-04-14,2024-06-04,In-showroom,Baleno,Urban Families,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-14 to 2024-06-04.,23789,1941,,0.0816,0.045
CAMP-MAR-10483,Maruti,Grand Vitara Finance Offer Campaign 32,2024-08-01,2024-09-25,Dealer,Grand Vitara,Urban Families,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-01 to 2024-09-25.,23579,1419,,0.0602,0.08
CAMP-MAR-10484,Maruti,Brezza Test Drive Campaign 40,2024-08-21,2024-08-30,In-showroom,Brezza,Eco-conscious Buyers,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-21 to 2024-08-30.,43169,3466,,0.0803,0.055
CAMP-MAR-10485,Maruti,Ertiga Launch Campaign 48,2025-01-26,2025-03-27,Search Ads,Ertiga,Urban Families,Ertiga: Feature-packed & family-friendly,Ertiga: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-26 to 2025-03-27.,26842,888,,0.0331,0.053
CAMP-MAR-10486,Maruti,Fronx Launch Campaign 37,2025-04-19,2025-06-01,Email,Fronx,Rural Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-19 to 2025-06-01.,32464,2126,4227,0.0655,0.025
CAMP-MAR-10487,Maruti,Ignis Exchange Bonus Campaign 17,2024-10-12,2024-10-21,Email,Ignis,Tech-savvy Professionals,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-12 to 2024-10-21.,85056,4031,9243,0.0474,0.069
CAMP-MAR-10488,Maruti,Brezza Awareness Campaign 28,2025-07-10,2025-09-07,Social Media,Brezza,Affluent Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-10 to 2025-09-07.,89956,3391,,0.0377,0.064
CAMP-MAR-10489,Maruti,Brezza Exchange Bonus Campaign 7,2024-08-22,2024-09-04,Search Ads,Brezza,Fleet Managers,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-22 to 2024-09-04.,65038,1808,,0.0278,0.07
CAMP-MAR-10490,Maruti,Swift Test Drive Campaign 47,2024-04-08,2024-05-29,SMS,Swift,Eco-conscious Buyers,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-08 to 2024-05-29.,28283,1176,,0.0416,0.058
CAMP-MAR-10491,Maruti,Swift Launch Campaign 42,2025-04-25,2025-06-19,Social Media,Swift,Tech-savvy Professionals,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-25 to 2025-06-19.,6776,14,,0.0021,0.05
CAMP-MAR-10492,Maruti,Brezza Test Drive Campaign 44,2024-05-19,2024-06-04,Email,Brezza,Fleet Managers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-19 to 2024-06-04.,54148,2355,4345,0.0435,0.062
CAMP-MAR-10493,Maruti,Baleno Finance Offer Campaign 9,2025-06-07,2025-07-09,Social Media,Baleno,Affluent Buyers,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-07 to 2025-07-09.,10171,299,,0.0294,0.054
CAMP-MAR-10494,Maruti,Fronx Exchange Bonus Campaign 42,2025-05-24,2025-06-22,SMS,Fronx,Rural Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-24 to 2025-06-22.,47396,2151,,0.0454,0.048
CAMP-MAR-10495,Maruti,Fronx Awareness Campaign 27,2025-07-29,2025-09-18,SMS,Fronx,First-time Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-29 to 2025-09-18.,52640,1600,,0.0304,0.039
CAMP-MAR-10496,Maruti,Ertiga Test Drive Campaign 21,2025-01-10,2025-02-27,Dealer,Ertiga,Urban Families,Drive home a Ertiga with low EMI,Drive home a Ertiga with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-10 to 2025-02-27.,79188,4973,,0.0628,0.052
CAMP-MAR-10497,Maruti,Dzire Test Drive Campaign 22,2024-12-27,2025-02-25,Social Media,Dzire,Urban Families,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-27 to 2025-02-25.,34653,703,,0.0203,0.08
CAMP-MAR-10498,Maruti,Ignis Festive Offer Campaign 6,2024-07-08,2024-08-11,Social Media,Ignis,Urban Families,Save big on Ignis — Exchange bonus available,Save big on Ignis — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-08 to 2024-08-11.,85061,1377,,0.0162,0.069
CAMP-MAR-10499,Maruti,Brezza Awareness Campaign 40,2024-10-20,2024-10-31,Email,Brezza,Rural Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-20 to 2024-10-31.,90200,5583,7410,0.0619,0.034
CAMP-MAR-10500,Maruti,Fronx Launch Campaign 33,2024-10-16,2024-11-28,Email,Fronx,Urban Families,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-16 to 2024-11-28.,57891,1290,3337,0.0223,0.075
CAMP-MAR-10501,Maruti,Ignis Launch Campaign 33,2025-06-03,2025-07-03,Search Ads,Ignis,Gen Z,Ignis: Feature-packed & family-friendly,Ignis: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-03 to 2025-07-03.,72964,3290,,0.0451,0.026
CAMP-MAR-10502,Maruti,Grand Vitara Exchange Bonus Campaign 8,2024-05-15,2024-07-09,Search Ads,Grand Vitara,Urban Families,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-15 to 2024-07-09.,93330,4853,,0.052,0.086
CAMP-MAR-10503,Maruti,Fronx Launch Campaign 6,2024-08-11,2024-09-16,Social Media,Fronx,Tech-savvy Professionals,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-11 to 2024-09-16.,83609,911,,0.0109,0.031
CAMP-MAR-10504,Maruti,Ignis Exchange Bonus Campaign 46,2024-12-24,2025-02-16,TV,Ignis,Affluent Buyers,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-24 to 2025-02-16.,91889,1075,,0.0117,0.083
CAMP-MAR-10505,Maruti,Ignis Finance Offer Campaign 6,2025-06-01,2025-07-23,In-showroom,Ignis,Rural Buyers,Upgrade to Ignis — Special finance rates,Upgrade to Ignis — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-01 to 2025-07-23.,24708,2436,,0.0986,0.024
CAMP-MAR-10506,Maruti,Alto Service Camp Campaign 35,2025-07-19,2025-08-27,Social Media,Alto,Urban Families,Test drive the new Alto today,Test drive the new Alto today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-19 to 2025-08-27.,11385,367,,0.0322,0.073
CAMP-MAR-10507,Maruti,Brezza Service Camp Campaign 17,2024-03-14,2024-04-16,Email,Brezza,Tech-savvy Professionals,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-14 to 2024-04-16.,54960,3588,5992,0.0653,0.03
CAMP-MAR-10508,Maruti,Fronx Festive Offer Campaign 49,2025-04-15,2025-05-25,Social Media,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-15 to 2025-05-25.,64190,301,,0.0047,0.047
CAMP-MAR-10509,Maruti,Fronx Exchange Bonus Campaign 9,2025-01-12,2025-03-03,Dealer,Fronx,Rural Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-12 to 2025-03-03.,31259,1856,,0.0594,0.06
CAMP-MAR-10510,Maruti,Brezza Service Camp Campaign 15,2024-03-19,2024-05-09,Dealer,Brezza,Tech-savvy Professionals,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-19 to 2024-05-09.,80924,4742,,0.0586,0.044
CAMP-MAR-10511,Maruti,Fronx Discount Campaign 27,2024-08-07,2024-09-24,Email,Fronx,First-time Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-07 to 2024-09-24.,86638,3040,5691,0.0351,0.038
CAMP-MAR-10512,Maruti,Ertiga Discount Campaign 28,2024-05-30,2024-06-26,Social Media,Ertiga,First-time Buyers,Test drive the new Ertiga today,Test drive the new Ertiga today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-30 to 2024-06-26.,68483,397,,0.0058,0.049
CAMP-MAR-10513,Maruti,Baleno Discount Campaign 21,2025-01-12,2025-02-16,SMS,Baleno,Fleet Managers,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-12 to 2025-02-16.,35017,714,,0.0204,0.066
CAMP-MAR-10514,Maruti,Grand Vitara Launch Campaign 9,2024-10-03,2024-11-03,Display Ads,Grand Vitara,Tech-savvy Professionals,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-03 to 2024-11-03.,29059,273,,0.0094,0.071
CAMP-MAR-10515,Maruti,Ertiga Finance Offer Campaign 12,2024-03-23,2024-05-17,TV,Ertiga,Gen Z,Ertiga: Feature-packed & family-friendly,Ertiga: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-23 to 2024-05-17.,81151,81,,0.001,0.028
CAMP-MAR-10516,Maruti,Grand Vitara Awareness Campaign 1,2025-07-08,2025-08-17,Email,Grand Vitara,Gen Z,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-08 to 2025-08-17.,19340,967,1703,0.05,0.024
CAMP-MAR-10517,Maruti,Fronx Discount Campaign 41,2025-05-22,2025-07-14,Email,Fronx,Eco-conscious Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-22 to 2025-07-14.,56781,2208,4585,0.0389,0.031
CAMP-MAR-10518,Maruti,Dzire Service Camp Campaign 9,2025-07-08,2025-08-08,Social Media,Dzire,Fleet Managers,Exclusive offer on Dzire — Limited time!,Exclusive offer on Dzire — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-08 to 2025-08-08.,38654,425,,0.011,0.09
CAMP-MAR-10519,Maruti,WagonR Launch Campaign 18,2024-06-09,2024-08-03,In-showroom,WagonR,Rural Buyers,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-09 to 2024-08-03.,27686,1832,,0.0662,0.032
CAMP-MAR-10520,Maruti,Brezza Festive Offer Campaign 40,2024-02-27,2024-04-24,In-showroom,Brezza,Gen Z,Save big on Brezza — Exchange bonus available,Save big on Brezza — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-27 to 2024-04-24.,33166,2736,,0.0825,0.027
CAMP-MAR-10521,Maruti,Fronx Exchange Bonus Campaign 28,2025-07-12,2025-07-19,Email,Fronx,Tech-savvy Professionals,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-12 to 2025-07-19.,500,28,80,0.056,0.066
